Ingredient_ID,Ingredient_Name,Ingredient_Lower,Category,Subcategory,Is_Vegetarian,Is_Vegan,Is_Gluten_Free,Common_Usage,Shelf_Life,Storage_Type,Typical_Unit,Hindi_Name,Regional_Names,Nutrition_Highlight,Allergen_Info,Season_Available,Price_Range,Substitutes,Common_Pairings,Cooking_Method,Taste_Profile,Notes,Cuisine_Origin
ING_0415,Sorghum,sorghum,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0416,Jowar,jowar,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0417,Barley,barley,Grains & Cereals,,Yes,Yes,No,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0418,Pearl Barley,pearl barley,Grains & Cereals,,Yes,Yes,No,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0419,Hulled Barley,hulled barley,Grains & Cereals,,Yes,Yes,No,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0420,Oats,oats,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0421,Steel Cut Oats,steel cut oats,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0422,Rolled Oats,rolled oats,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0423,Instant Oats,instant oats,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0424,Oat Bran,oat bran,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0425,Corn,corn,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0426,Cornmeal,cornmeal,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0427,Polenta,polenta,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0428,Grits,grits,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0429,Hominy,hominy,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0430,Popcorn,popcorn,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0431,Quinoa,quinoa,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0432,White Quinoa,white quinoa,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0433,Red Quinoa,red quinoa,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0434,Black Quinoa,black quinoa,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0435,Tricolor Quinoa,tricolor quinoa,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0436,Buckwheat,buckwheat,Grains & Cereals,,Yes,Yes,No,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0437,Couscous,couscous,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0438,Israeli Couscous,israeli couscous,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0439,Pearl Couscous,pearl couscous,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0440,Freekeh,freekeh,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0441,Teff,teff,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0442,Amaranth,amaranth,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0443,Amaranth Grain,amaranth grain,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0444,Rajgira,rajgira,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0445,Water Chestnut Flour,water chestnut flour,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0446,Singhara,singhara,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0447,Sabudana,sabudana,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0448,Tapioca Pearls,tapioca pearls,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0449,Sago,sago,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0450,Cornflour,cornflour,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0451,Cornstarch,cornstarch,Grains & Cereals,,Yes,Yes,Yes,Used in Indian grains & cereals,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Grains & Cereals category,Indian
ING_0452,Red Lentils,red lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0453,Masoor Dal,masoor dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0454,Split Red Lentils,split red lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0455,Whole Red Lentils,whole red lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0456,Green Lentils,green lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0457,Brown Lentils,brown lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0458,Black Lentils,black lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0459,Whole Urad,whole urad,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0460,Split Urad,split urad,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0461,Urad Dal,urad dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0462,White Lentils,white lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0463,Urad Dal White,urad dal white,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0464,Yellow Lentils,yellow lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0465,Moong Dal,moong dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0466,Green Gram,green gram,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0467,Whole Moong,whole moong,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0468,Split Moong,split moong,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0469,Yellow Moong Dal,yellow moong dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0470,Toor Dal,toor dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0471,Arhar Dal,arhar dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0472,Chana Dal,chana dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0473,Bengal Gram Split,bengal gram split,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0474,Split Chickpeas,split chickpeas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0475,Split Pigeon Peas,split pigeon peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0476,Tur Dal,tur dal,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0477,Split Green Gram,split green gram,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0478,Split Black Gram,split black gram,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0479,Masoor Dal Split,masoor dal split,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0480,Split Red Lentils,split red lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0481,Split Brown Lentils,split brown lentils,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0482,Moong Chilka,moong chilka,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0483,Moong Dal With Skin,moong dal with skin,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0484,Urad Chilka,urad chilka,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0485,Urad Dal With Skin,urad dal with skin,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0486,Masoor Whole,masoor whole,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0487,Chickpeas,chickpeas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0488,Kabuli Chana,kabuli chana,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0489,White Chickpeas,white chickpeas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0490,Black Chickpeas,black chickpeas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0491,Kala Chana,kala chana,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0492,Desi Chana,desi chana,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0493,Green Chickpeas,green chickpeas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0494,Dried Green Peas,dried green peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0495,Dried Yellow Peas,dried yellow peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0496,Whole Green Peas,whole green peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0497,Whole Yellow Peas,whole yellow peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0498,Marrowfat Peas,marrowfat peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0499,Black Eyed Peas,black eyed peas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0500,Lobiya,lobiya,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0501,Cowpeas,cowpeas,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0502,Kidney Beans,kidney beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0503,Rajma,rajma,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0504,Red Kidney Beans,red kidney beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0505,White Kidney Beans,white kidney beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0506,Pink Beans,pink beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0507,Black Beans,black beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0508,Pinto Beans,pinto beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0509,Navy Beans,navy beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0510,Great Northern Beans,great northern beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0511,Cannellini Beans,cannellini beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0512,Lima Beans,lima beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0513,Butter Beans,butter beans,Lentils & Pulses,,Yes,No,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0514,Fava Beans,fava beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0515,Broad Beans,broad beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0516,Mung Beans,mung beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0517,Adzuki Beans,adzuki beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0518,Black Gram,black gram,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0519,Green Gram Whole,green gram whole,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0520,Moth Beans,moth beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0521,Matki,matki,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0522,Horse Gram,horse gram,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0523,Kulthi,kulthi,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0524,Field Beans,field beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0525,Val,val,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0526,Valor Papdi,valor papdi,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0527,Cluster Beans Seeds,cluster beans seeds,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0528,Soy Beans,soy beans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0529,Black Soybeans,black soybeans,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0530,Edamame Dried,edamame dried,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0531,Pigeon Peas Whole,pigeon peas whole,Lentils & Pulses,,Yes,Yes,Yes,Used in Indian lentils & pulses,-,-,piece/gm/ml,,,,,Year-round,-,,,,,Part of Lentils & Pulses category,Indian
ING_0532,Almonds,almonds,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0533,Blanched Almonds,blanched almonds,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0534,Sliced Almonds,sliced almonds,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0535,Almond Flour,almond flour,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0536,Almond Meal,almond meal,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0537,Cashews,cashews,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0538,Cashew Pieces,cashew pieces,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0539,Roasted Cashews,roasted cashews,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0540,Walnuts,walnuts,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0541,Walnut Halves,walnut halves,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0542,Walnut Pieces,walnut pieces,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0543,Pistachios,pistachios,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0544,Pistachio Kernels,pistachio kernels,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0545,Hazelnuts,hazelnuts,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0546,Filberts,filberts,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0547,Pecans,pecans,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0548,Macadamia Nuts,macadamia nuts,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
ING_0549,Brazil Nuts,brazil nuts,Nuts & Seeds,,Yes,Yes,Yes,Used in Indian nuts & seeds,-,-,piece/gm/ml,,,,Check individual allergens,Year-round,-,,,,,Part of Nuts & Seeds category,Indian
